"","X","i","j","pocp","population"
"430464",424,"19AcHe316.1.1","05LoS21R6_43",0.997048212528698,"all1"
"431124",424,"19AcHe316.1.1","19AcAm129.3.1",0.997704165300098,"all1"
"431267",424,"19AcHe316.1.1","19AcAm209.1.1",0.997704165300098,"all1"
"432504",424,"19AcHe316.1.1","19AcS181.3.1",0.998360118071499,"all1"
"575663",424,"19AcS181.3.1","05LoS21R6_43",0.998032141685799,"all1"
"57632",424,"19AcS181.3.1","19AcAm129.3.1",0.998688094457199,"all1"
"576463",424,"19AcS181.3.1","19AcAm209.1.1",0.998688094457199,"all1"
"577164",424,"19AcS181.3.1","19AcHe316.1.1",0.998360118071499,"all1"
"2493128",424,"05LoS16R1_16","19AcAm43.3.1",0.994752377828796,"I3"
"2494359",424,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"I3"
"2573131",424,"05LoS16R1_16","19AcPa177.2.2",0.996064283371597,"I3"
"2636125",424,"05LoS16R1_16","CW9",0.997704165300098,"I3"
"30898125",424,"19AcAm43.3.1","05LoS16R1_16",0.994752377828796,"I3"
"31006114",424,"19AcAm43.3.1","19AcARN268.1.1",0.996064283371597,"I3"
"31085120",424,"19AcAm43.3.1","19AcPa177.2.2",0.995408330600197,"I3"
"31148117",424,"19AcAm43.3.1","CW9",0.997048212528698,"I3"
"31162357",424,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"I3"
"31270114",424,"19AcARN268.1.1","19AcAm43.3.1",0.996064283371597,"I3"
"31349105",424,"19AcARN268.1.1","19AcPa177.2.2",0.997376188914398,"I3"
"31412110",424,"19AcARN268.1.1","CW9",0.999016070842899,"I3"
"52018125",424,"19AcPa177.2.2","05LoS16R1_16",0.996064283371597,"I3"
"52126120",424,"19AcPa177.2.2","19AcAm43.3.1",0.995408330600197,"I3"
"52127105",424,"19AcPa177.2.2","19AcARN268.1.1",0.997376188914398,"I3"
"52268125",424,"19AcPa177.2.2","CW9",0.998360118071499,"I3"
"68650121",424,"CW9","05LoS16R1_16",0.997704165300098,"I3"
"68758117",424,"CW9","19AcAm43.3.1",0.997048212528698,"I3"
"68759110",424,"CW9","19AcARN268.1.1",0.999016070842899,"I3"
"68838125",424,"CW9","19AcPa177.2.2",0.998360118071499,"I3"
"24941134",424,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"2529282",424,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2539364",424,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"2609290",424,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"311621134",424,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"31305277",424,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"31315351",424,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"31385292",424,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"40402277",424,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40511277",424,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"40555289",424,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"40625290",424,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"43042363",424,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"43151351",424,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"43186288",424,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"43265303",424,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"61522288",424,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"61631291",424,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"61666290",424,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"61676303",424,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"9302",424,"11LoS31_2","19AcAm128.2.1",0.742220102539645,"metapop"
"9346",424,"11LoS31_2","19AcS183.3.1",0.735888260417869,"metapop"
"9387",424,"11LoS31_2","38B",0.753549939831528,"metapop"
"9437",424,"11LoS31_2","19AcGLB10.1.1",0.753498134328358,"metapop"
"16275",424,"19AcAm128.2.1","19AcGLB10.1.1",0.76924791086351,"metapop"
"16307",424,"19AcAm128.2.1","38B",0.776438167413021,"metapop"
"16371",424,"19AcAm128.2.1","11LoS31_2",0.742220102539645,"metapop"
"164031",424,"19AcAm128.2.1","19AcS183.3.1",0.861068196866034,"metapop"
"31724",424,"19AcGLB10.1.1","38B",0.734547089233536,"metapop"
"31807",424,"19AcGLB10.1.1","19AcS183.3.1",0.775808020754513,"metapop"
"31902",424,"19AcGLB10.1.1","11LoS31_2",0.753498134328358,"metapop"
"31932",424,"19AcGLB10.1.1","19AcAm128.2.1",0.76924791086351,"metapop"
"50672",424,"19AcS183.3.1","19AcGLB10.1.1",0.775808020754513,"metapop"
"50738",424,"19AcS183.3.1","11LoS31_2",0.735888260417869,"metapop"
"50739",424,"19AcS183.3.1","38B",0.773511407902059,"metapop"
"507921",424,"19AcS183.3.1","19AcAm128.2.1",0.861068196866034,"metapop"
"56976",424,"38B","11LoS31_2",0.753549939831528,"metapop"
"569811",424,"38B","19AcAm128.2.1",0.776438167413021,"metapop"
"57045",424,"38B","19AcS183.3.1",0.773511407902059,"metapop"
"57079",424,"38B","19AcGLB10.1.1",0.734547089233536,"metapop"
"244",424,"05LoH17.10","05LoS23R7_12",0.839604188240709,"species"
"355",424,"05LoH17.10","19AcARN300.2.1",0.841604584527221,"species"
"4541",424,"05LoH17.10","09LoS36_3",0.835924006908463,"species"
"4821",424,"05LoH17.10","19AcD280.2.1",0.83845020958423,"species"
"36322",424,"05LoS23R7_12","19AcD280.2.1",0.877208678148065,"species"
"36668",424,"05LoS23R7_12","09LoS36_3",0.87875,"species"
"3810",424,"05LoS23R7_12","05LoH17.10",0.839604188240709,"species"
"3812",424,"05LoS23R7_12","19AcARN300.2.1",0.90079185520362,"species"
"52551",424,"09LoS36_3","05LoH17.10",0.835924006908463,"species"
"5278",424,"09LoS36_3","05LoS23R7_12",0.87875,"species"
"5306",424,"09LoS36_3","19AcARN300.2.1",0.883065429024225,"species"
"5312",424,"09LoS36_3","19AcD280.2.1",0.879476275738585,"species"
"27603",424,"19AcARN300.2.1","09LoS36_3",0.883065429024225,"species"
"276531",424,"19AcARN300.2.1","19AcD280.2.1",0.888926024955437,"species"
"27728",424,"19AcARN300.2.1","05LoH17.10",0.841604584527221,"species"
"27746",424,"19AcARN300.2.1","05LoS23R7_12",0.90079185520362,"species"
"298301",424,"19AcD280.2.1","05LoH17.10",0.83845020958423,"species"
"299433",424,"19AcD280.2.1","09LoS36_3",0.879476275738585,"species"
"299766",424,"19AcD280.2.1","05LoS23R7_12",0.877208678148065,"species"
"299864",424,"19AcD280.2.1","19AcARN300.2.1",0.888926024955437,"species"
"58396",425,"09LoS35_1","11LoS13_1",0.998032141685799,"all1"
"59032",425,"09LoS35_1","19AcAm211.3.1",0.998032141685799,"all1"
"60493",425,"09LoS35_1","19AcS398sp.3.1",0.997704165300098,"all1"
"60683",425,"09LoS35_1","CW9",0.999344047228599,"all1"
"82074",425,"11LoS13_1","09LoS35_1",0.998032141685799,"all1"
"82794",425,"11LoS13_1","19AcAm211.3.1",0.997376188914398,"all1"
"84254",425,"11LoS13_1","19AcS398sp.3.1",0.997048212528698,"all1"
"84446",425,"11LoS13_1","CW9",0.998688094457199,"all1"
"251032",425,"19AcAm211.3.1","09LoS35_1",0.998032141685799,"all1"
"251124",425,"19AcAm211.3.1","11LoS13_1",0.997376188914398,"all1"
"253213",425,"19AcAm211.3.1","19AcS398sp.3.1",0.997048212528698,"all1"
"253402",425,"19AcAm211.3.1","CW9",0.998688094457199,"all1"
"636472",425,"19AcS398sp.3.1","09LoS35_1",0.997704165300098,"all1"
"636564",425,"19AcS398sp.3.1","11LoS13_1",0.997048212528698,"all1"
"637203",425,"19AcS398sp.3.1","19AcAm211.3.1",0.997048212528698,"all1"
"638846",425,"19AcS398sp.3.1","CW9",0.998360118071499,"all1"
"686632",425,"CW9","09LoS35_1",0.999344047228599,"all1"
"686726",425,"CW9","11LoS13_1",0.998688094457199,"all1"
"687362",425,"CW9","19AcAm211.3.1",0.998688094457199,"all1"
"688826",425,"CW9","19AcS398sp.3.1",0.998360118071499,"all1"
"5040135",425,"05LoS3_1","09LoS36_3",0.996064283371597,"I3"
"5133121",425,"05LoS3_1","19AcAm43.3.1",0.995080354214497,"I3"
"5134110",425,"05LoS3_1","19AcARN268.1.1",0.997048212528698,"I3"
"5179121",425,"05LoS3_1","19AcHe316.1.1",0.996720236142998,"I3"
"6356137",425,"09LoS36_3","05LoS3_1",0.996064283371597,"I3"
"6453126",425,"09LoS36_3","19AcAm43.3.1",0.995080354214497,"I3"
"6454121",425,"09LoS36_3","19AcARN268.1.1",0.997048212528698,"I3"
"6499129",425,"09LoS36_3","19AcHe316.1.1",0.996720236142998,"I3"
"30908120",425,"19AcAm43.3.1","05LoS3_1",0.995080354214497,"I3"
"30913127",425,"19AcAm43.3.1","09LoS36_3",0.995080354214497,"I3"
"31006115",425,"19AcAm43.3.1","19AcARN268.1.1",0.996064283371597,"I3"
"31051117",425,"19AcAm43.3.1","19AcHe316.1.1",0.995736306985897,"I3"
"31172111",425,"19AcARN268.1.1","05LoS3_1",0.997048212528698,"I3"
"31177121",425,"19AcARN268.1.1","09LoS36_3",0.997048212528698,"I3"
"31270115",425,"19AcARN268.1.1","19AcAm43.3.1",0.996064283371597,"I3"
"31315352",425,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"I3"
"43052120",425,"19AcHe316.1.1","05LoS3_1",0.996720236142998,"I3"
"43057129",425,"19AcHe316.1.1","09LoS36_3",0.996720236142998,"I3"
"43150115",425,"19AcHe316.1.1","19AcAm43.3.1",0.995736306985897,"I3"
"43151352",425,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"I3"
"2494360",425,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"2529283",425,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2539365",425,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"2609291",425,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"31162358",425,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"31305278",425,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"313151130",425,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"31385293",425,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"40402278",425,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40511278",425,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"40555290",425,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"40625291",425,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"43042364",425,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"431511131",425,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"43186289",425,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"43265304",425,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"61522289",425,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"61631292",425,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"61666291",425,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"61676304",425,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"312661",425,"19AcD298.3.1","19AcS181.1.1",0.731346678798908,"metapop"
"31324",425,"19AcD298.3.1","19AcGLB197.3.1",0.749022396018486,"metapop"
"31408",425,"19AcD298.3.1","19AcPa178.2.1",0.734592788849211,"metapop"
"31458",425,"19AcD298.3.1","19AcS295.3.1",0.783674469910528,"metapop"
"34132",425,"19AcGLB197.3.1","19AcPa178.2.1",0.844453888652784,"metapop"
"34154",425,"19AcGLB197.3.1","19AcD298.3.1",0.749022396018486,"metapop"
"34156",425,"19AcGLB197.3.1","19AcS295.3.1",0.758380202474691,"metapop"
"342621",425,"19AcGLB197.3.1","19AcS181.1.1",0.852147432531765,"metapop"
"45596",425,"19AcPa178.2.1","19AcGLB197.3.1",0.844453888652784,"metapop"
"45667",425,"19AcPa178.2.1","19AcD298.3.1",0.734592788849211,"metapop"
"45697",425,"19AcPa178.2.1","19AcS181.1.1",0.874244751664107,"metapop"
"45734",425,"19AcPa178.2.1","19AcS295.3.1",0.749561979851073,"metapop"
"49676",425,"19AcS181.1.1","19AcPa178.2.1",0.874244751664107,"metapop"
"496901",425,"19AcS181.1.1","19AcD298.3.1",0.731346678798908,"metapop"
"497271",425,"19AcS181.1.1","19AcGLB197.3.1",0.852147432531765,"metapop"
"49745",425,"19AcS181.1.1","19AcS295.3.1",0.746619063074759,"metapop"
"51801",425,"19AcS295.3.1","19AcD298.3.1",0.783674469910528,"metapop"
"51845",425,"19AcS295.3.1","19AcPa178.2.1",0.749561979851073,"metapop"
"51867",425,"19AcS295.3.1","19AcS181.1.1",0.746619063074759,"metapop"
"52011",425,"19AcS295.3.1","19AcGLB197.3.1",0.758380202474691,"metapop"
"2686",425,"05LoS21R6_43","19AcS398Asp.1.1",0.859279401767505,"species"
"28013",425,"05LoS21R6_43","19AcARN268.3.1",0.862829418899548,"species"
"28551",425,"05LoS21R6_43","19AcAm40.1.1",0.762577532736044,"species"
"28701",425,"05LoS21R6_43","19AcD266.3.1",0.897694689758,"species"
"24012",425,"19AcAm40.1.1","19AcS398Asp.1.1",0.761315912272515,"species"
"240231",425,"19AcAm40.1.1","19AcD266.3.1",0.773301831069108,"species"
"240641",425,"19AcAm40.1.1","19AcARN268.3.1",0.767555303460011,"species"
"240701",425,"19AcAm40.1.1","05LoS21R6_43",0.762577532736044,"species"
"263811",425,"19AcARN268.3.1","19AcAm40.1.1",0.767555303460011,"species"
"26441",425,"19AcARN268.3.1","19AcS398Asp.1.1",0.85864577504197,"species"
"265081",425,"19AcARN268.3.1","19AcD266.3.1",0.866221114635251,"species"
"265483",425,"19AcARN268.3.1","05LoS21R6_43",0.862829418899548,"species"
"291061",425,"19AcD266.3.1","19AcAm40.1.1",0.773301831069108,"species"
"291131",425,"19AcD266.3.1","19AcARN268.3.1",0.866221114635251,"species"
"291761",425,"19AcD266.3.1","05LoS21R6_43",0.897694689758,"species"
"291844",425,"19AcD266.3.1","19AcS398Asp.1.1",0.873849737914968,"species"
"549451",425,"19AcS398Asp.1.1","05LoS21R6_43",0.859279401767505,"species"
"550311",425,"19AcS398Asp.1.1","19AcD266.3.1",0.873849737914968,"species"
"55089",425,"19AcS398Asp.1.1","19AcAm40.1.1",0.761315912272515,"species"
"55121",425,"19AcS398Asp.1.1","19AcARN268.3.1",0.85864577504197,"species"
"34549",426,"05LoS21R6_43","09LoS35_1",0.998360118071499,"all1"
"34643",426,"05LoS21R6_43","11LoS14_2",0.996720236142998,"all1"
"35424",426,"05LoS21R6_43","19AcAm40.3.1",0.996720236142998,"all1"
"35624",426,"05LoS21R6_43","19AcD266.3.1",0.996064283371597,"all1"
"58229",426,"09LoS35_1","05LoS21R6_43",0.998360118071499,"all1"
"58405",426,"09LoS35_1","11LoS14_2",0.997704165300098,"all1"
"59182",426,"09LoS35_1","19AcAm40.3.1",0.997704165300098,"all1"
"59384",426,"09LoS35_1","19AcD266.3.1",0.997048212528698,"all1"
"8462",426,"11LoS14_2","05LoS21R6_43",0.996720236142998,"all1"
"84715",426,"11LoS14_2","09LoS35_1",0.997704165300098,"all1"
"85582",426,"11LoS14_2","19AcAm40.3.1",0.996720236142998,"all1"
"85784",426,"11LoS14_2","19AcD266.3.1",0.996064283371597,"all1"
"290544",426,"19AcAm40.3.1","05LoS21R6_43",0.996720236142998,"all1"
"290632",426,"19AcAm40.3.1","09LoS35_1",0.997704165300098,"all1"
"290732",426,"19AcAm40.3.1","11LoS14_2",0.996720236142998,"all1"
"291702",426,"19AcAm40.3.1","19AcD266.3.1",0.996064283371597,"all1"
"343344",426,"19AcD266.3.1","05LoS21R6_43",0.996064283371597,"all1"
"343435",426,"19AcD266.3.1","09LoS35_1",0.997048212528698,"all1"
"343534",426,"19AcD266.3.1","11LoS14_2",0.996064283371597,"all1"
"344312",426,"19AcD266.3.1","19AcAm40.3.1",0.996064283371597,"all1"
"6454122",426,"09LoS36_3","19AcARN268.1.1",0.997048212528698,"I3"
"6460117",426,"09LoS36_3","19AcARN300.2.1",0.997048212528698,"I3"
"6499130",426,"09LoS36_3","19AcHe316.1.1",0.996720236142998,"I3"
"6533129",426,"09LoS36_3","19AcPa177.2.2",0.996392259757298,"I3"
"31177122",426,"19AcARN268.1.1","09LoS36_3",0.997048212528698,"I3"
"31276106",426,"19AcARN268.1.1","19AcARN300.2.1",0.998032141685799,"I3"
"31315353",426,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"I3"
"31349106",426,"19AcARN268.1.1","19AcPa177.2.2",0.997376188914398,"I3"
"32761118",426,"19AcARN300.2.1","09LoS36_3",0.997048212528698,"I3"
"32855104",426,"19AcARN300.2.1","19AcARN268.1.1",0.998032141685799,"I3"
"32899120",426,"19AcARN300.2.1","19AcHe316.1.1",0.997704165300098,"I3"
"32933105",426,"19AcARN300.2.1","19AcPa177.2.2",0.997376188914398,"I3"
"43057130",426,"19AcHe316.1.1","09LoS36_3",0.996720236142998,"I3"
"43151353",426,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"I3"
"43157119",426,"19AcHe316.1.1","19AcARN300.2.1",0.997704165300098,"I3"
"43229114",426,"19AcHe316.1.1","19AcPa177.2.2",0.997048212528698,"I3"
"52033129",426,"19AcPa177.2.2","09LoS36_3",0.996392259757298,"I3"
"52127106",426,"19AcPa177.2.2","19AcARN268.1.1",0.997376188914398,"I3"
"52133105",426,"19AcPa177.2.2","19AcARN300.2.1",0.997376188914398,"I3"
"52172116",426,"19AcPa177.2.2","19AcHe316.1.1",0.997048212528698,"I3"
"2520286",426,"05LoS16R1_16","19AcGLB102.2.2",0.997376188914398,"R3"
"2529284",426,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2539366",426,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"2609292",426,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"38026275",426,"19AcGLB102.2.2","05LoS16R1_16",0.997376188914398,"R3"
"38169276",426,"19AcGLB102.2.2","19AcGLB198.2.2",0.997376188914398,"R3"
"38179287",426,"19AcGLB102.2.2","19AcHe316.1.1",0.997704165300098,"R3"
"38249290",426,"19AcGLB102.2.2","19AcS312.2.1",0.997048212528698,"R3"
"40402279",426,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40537276",426,"19AcGLB198.2.2","19AcGLB102.2.2",0.997376188914398,"R3"
"40555291",426,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"40625292",426,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"43042365",426,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"43177287",426,"19AcHe316.1.1","19AcGLB102.2.2",0.997704165300098,"R3"
"43186290",426,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"43265305",426,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"61522290",426,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"61657290",426,"19AcS312.2.1","19AcGLB102.2.2",0.997048212528698,"R3"
"61666292",426,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"61676305",426,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"7826",426,"11LoS20_1","19AcAM304.1.1",0.755922865013774,"metapop"
"7864",426,"11LoS20_1","19AcS397Asp.3.1",0.856773468240585,"metapop"
"79341",426,"11LoS20_1","19AcS307.2.1",0.872357086922475,"metapop"
"79471",426,"11LoS20_1","11LoS34_10",0.897590361445783,"metapop"
"10663",426,"11LoS34_10","19AcS397Asp.3.1",0.838865613922011,"metapop"
"106861",426,"11LoS34_10","11LoS20_1",0.897590361445783,"metapop"
"107301",426,"11LoS34_10","19AcS307.2.1",0.853522933818026,"metapop"
"10765",426,"11LoS34_10","19AcAM304.1.1",0.741384761302561,"metapop"
"22574",426,"19AcAM304.1.1","11LoS20_1",0.755922865013774,"metapop"
"22591",426,"19AcAM304.1.1","11LoS34_10",0.741384761302561,"metapop"
"22727",426,"19AcAM304.1.1","19AcS307.2.1",0.759647557439215,"metapop"
"22731",426,"19AcAM304.1.1","19AcS397Asp.3.1",0.758013898229097,"metapop"
"522911",426,"19AcS307.2.1","11LoS34_10",0.853522933818026,"metapop"
"52323",426,"19AcS307.2.1","19AcAM304.1.1",0.759647557439215,"metapop"
"52451",426,"19AcS307.2.1","19AcS397Asp.3.1",0.860687457318461,"metapop"
"524921",426,"19AcS307.2.1","11LoS20_1",0.872357086922475,"metapop"
"54696",426,"19AcS397Asp.3.1","19AcS307.2.1",0.860687457318461,"metapop"
"54803",426,"19AcS397Asp.3.1","11LoS34_10",0.838865613922011,"metapop"
"54831",426,"19AcS397Asp.3.1","19AcAM304.1.1",0.758013898229097,"metapop"
"54864",426,"19AcS397Asp.3.1","11LoS20_1",0.856773468240585,"metapop"
"17",426,"05LoH15.1","19AcGLB232.1.1",0.810745693289965,"species"
"602",426,"05LoH15.1","19AcAm40.6.1",0.82130777903044,"species"
"1584",426,"05LoH15.1","19AcD266.3.1",0.842805461547438,"species"
"203",426,"05LoH15.1","19AcAm211.5.1",0.805868827329465,"species"
"208765",426,"19AcAm211.5.1","19AcD266.3.1",0.837978323379783,"species"
"209373",426,"19AcAm211.5.1","19AcAm40.6.1",0.904527453708659,"species"
"20989",426,"19AcAm211.5.1","05LoH15.1",0.805868827329465,"species"
"21050",426,"19AcAm211.5.1","19AcGLB232.1.1",0.841577387736494,"species"
"244801",426,"19AcAm40.6.1","05LoH15.1",0.82130777903044,"species"
"245181",426,"19AcAm40.6.1","19AcAm211.5.1",0.904527453708659,"species"
"24533",426,"19AcAm40.6.1","19AcD266.3.1",0.863082355621369,"species"
"24651",426,"19AcAm40.6.1","19AcGLB232.1.1",0.853248736928681,"species"
"29069",426,"19AcD266.3.1","19AcAm211.5.1",0.837978323379783,"species"
"290952",426,"19AcD266.3.1","05LoH15.1",0.842805461547438,"species"
"29159",426,"19AcD266.3.1","19AcGLB232.1.1",0.849573690621194,"species"
"29215",426,"19AcD266.3.1","19AcAm40.6.1",0.863082355621369,"species"
"34869",426,"19AcGLB232.1.1","19AcAm211.5.1",0.841577387736494,"species"
"34990",426,"19AcGLB232.1.1","19AcD266.3.1",0.849573690621194,"species"
"35036",426,"19AcGLB232.1.1","05LoH15.1",0.810745693289965,"species"
"35080",426,"19AcGLB232.1.1","19AcAm40.6.1",0.853248736928681,"species"
"11737",427,"05LoS1_4","19AcAm43.3.1",0.994752377828796,"all1"
"11804",427,"05LoS1_4","19AcARN300.2.1",0.996720236142998,"all1"
"12795",427,"05LoS1_4","19AcS217.3.1",0.996720236142998,"all1"
"12892",427,"05LoS1_4","19AcS312.2.1",0.995736306985897,"all1"
"308934",427,"19AcAm43.3.1","05LoS1_4",0.994752377828796,"all1"
"31012114",427,"19AcAm43.3.1","19AcARN300.2.1",0.996064283371597,"all1"
"311115",427,"19AcAm43.3.1","19AcS217.3.1",0.996064283371597,"all1"
"311213",427,"19AcAm43.3.1","19AcS312.2.1",0.995080354214497,"all1"
"327413",427,"19AcARN300.2.1","05LoS1_4",0.996720236142998,"all1"
"32854114",427,"19AcARN300.2.1","19AcAm43.3.1",0.996064283371597,"all1"
"329593",427,"19AcARN300.2.1","19AcS217.3.1",0.998032141685799,"all1"
"329692",427,"19AcARN300.2.1","19AcS312.2.1",0.997048212528698,"all1"
"588775",427,"19AcS217.3.1","05LoS1_4",0.996720236142998,"all1"
"589905",427,"19AcS217.3.1","19AcAm43.3.1",0.996064283371597,"all1"
"589973",427,"19AcS217.3.1","19AcARN300.2.1",0.998032141685799,"all1"
"591053",427,"19AcS217.3.1","19AcS312.2.1",0.997048212528698,"all1"
"615172",427,"19AcS312.2.1","05LoS1_4",0.995736306985897,"all1"
"616303",427,"19AcS312.2.1","19AcAm43.3.1",0.995080354214497,"all1"
"616372",427,"19AcS312.2.1","19AcARN300.2.1",0.997048212528698,"all1"
"617363",427,"19AcS312.2.1","19AcS217.3.1",0.997048212528698,"all1"
"2493129",427,"05LoS16R1_16","19AcAm43.3.1",0.994752377828796,"I3"
"2500127",427,"05LoS16R1_16","19AcARN300.2.1",0.996720236142998,"I3"
"2539367",427,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"I3"
"2636126",427,"05LoS16R1_16","CW9",0.997704165300098,"I3"
"30898126",427,"19AcAm43.3.1","05LoS16R1_16",0.994752377828796,"I3"
"31012115",427,"19AcAm43.3.1","19AcARN300.2.1",0.996064283371597,"I3"
"31051118",427,"19AcAm43.3.1","19AcHe316.1.1",0.995736306985897,"I3"
