"","isolate1","isolate2","ani","haplotype","sample"
"54304","19AcS398sp.3.1","05LoS23_11",99.3407,"K1_R1_I1_G1",489
"170817","05LoS16R1_16","19AcGLB102.2.2",99.7047,"K1_R3_I1_G1",489
"175313","05LoS16R1_16","19AcHe316.1.1",99.4474,"K1_R3_I1_G1",489
"179211","05LoS16R1_16","19AcARN268.1.1",99.2866,"K1_R3_I1_G1",489
"180414","05LoS16R1_16","19AcGLB198.2.2",99.2268,"K1_R3_I1_G1",489
"18437","19AcARN268.1.1","19AcGLB198.2.2",99.6493,"K1_R3_I1_G1",489
"184923","19AcARN268.1.1","19AcGLB102.2.2",99.3288,"K1_R3_I1_G1",489
"184992","19AcARN268.1.1","05LoS16R1_16",99.2861,"K1_R3_I1_G1",489
"185112","19AcARN268.1.1","19AcHe316.1.1",99.1871,"K1_R3_I1_G1",489
"327031","19AcGLB102.2.2","05LoS16R1_16",99.7077,"K1_R3_I1_G1",489
"327611","19AcGLB102.2.2","19AcHe316.1.1",99.4245,"K1_R3_I1_G1",489
"32768","19AcGLB102.2.2","19AcARN268.1.1",99.331,"K1_R3_I1_G1",489
"32770","19AcGLB102.2.2","19AcGLB198.2.2",99.3111,"K1_R3_I1_G1",489
"34386","19AcGLB198.2.2","19AcARN268.1.1",99.6547,"K1_R3_I1_G1",489
"344531","19AcGLB198.2.2","19AcGLB102.2.2",99.3073,"K1_R3_I1_G1",489
"344771","19AcGLB198.2.2","05LoS16R1_16",99.2255,"K1_R3_I1_G1",489
"34486","19AcGLB198.2.2","19AcHe316.1.1",99.052,"K1_R3_I1_G1",489
"36816","19AcHe316.1.1","05LoS16R1_16",99.4457,"K1_R3_I1_G1",489
"368231","19AcHe316.1.1","19AcGLB102.2.2",99.4224,"K1_R3_I1_G1",489
"36855","19AcHe316.1.1","19AcARN268.1.1",99.1868,"K1_R3_I1_G1",489
"36884","19AcHe316.1.1","19AcGLB198.2.2",99.0483,"K1_R3_I1_G1",489
"170224","05LoS16R1_16","05LoS3_1",99.7262,"K1_R1_I3_G1",489
"175314","05LoS16R1_16","19AcHe316.1.1",99.4474,"K1_R1_I3_G1",489
"175419","05LoS16R1_16","19AcARN300.2.1",99.4383,"K1_R1_I3_G1",489
"179212","05LoS16R1_16","19AcARN268.1.1",99.2866,"K1_R1_I3_G1",489
"4619","05LoS3_1","05LoS16R1_16",99.7281,"K1_R1_I3_G1",489
"46582","05LoS3_1","19AcARN300.2.1",99.4684,"K1_R1_I3_G1",489
"4693","05LoS3_1","19AcHe316.1.1",99.3456,"K1_R1_I3_G1",489
"46974","05LoS3_1","19AcARN268.1.1",99.2955,"K1_R1_I3_G1",489
"184331","19AcARN268.1.1","19AcARN300.2.1",99.6675,"K1_R1_I3_G1",489
"18497","19AcARN268.1.1","05LoS3_1",99.2955,"K1_R1_I3_G1",489
"184991","19AcARN268.1.1","05LoS16R1_16",99.2861,"K1_R1_I3_G1",489
"185111","19AcARN268.1.1","19AcHe316.1.1",99.1871,"K1_R1_I3_G1",489
"198843","19AcARN300.2.1","19AcARN268.1.1",99.6648,"K1_R1_I3_G1",489
"19922","19AcARN300.2.1","05LoS3_1",99.465,"K1_R1_I3_G1",489
"19931","19AcARN300.2.1","05LoS16R1_16",99.4366,"K1_R1_I3_G1",489
"199681","19AcARN300.2.1","19AcHe316.1.1",99.1068,"K1_R1_I3_G1",489
"368161","19AcHe316.1.1","05LoS16R1_16",99.4457,"K1_R1_I3_G1",489
"36838","19AcHe316.1.1","05LoS3_1",99.3442,"K1_R1_I3_G1",489
"368551","19AcHe316.1.1","19AcARN268.1.1",99.1868,"K1_R1_I3_G1",489
"36863","19AcHe316.1.1","19AcARN300.2.1",99.111,"K1_R1_I3_G1",489
"20592","19AcAm184.3.1","19AcS181.1.1",99.195,"K1_R1_I1_G1",490
"20663","19AcAm184.3.1","19AcAm43.3.1",98.7494,"K1_R1_I1_G1",490
"206751","19AcAm184.3.1","19AcHe317.2.1",98.6161,"K1_R1_I1_G1",490
"20679","19AcAm184.3.1","19AcHe316.1.1",98.4686,"K1_R1_I1_G1",490
"26773","19AcAm43.3.1","19AcHe317.2.1",99.7156,"K1_R1_I1_G1",490
"268132","19AcAm43.3.1","19AcS181.1.1",99.3208,"K1_R1_I1_G1",490
"268741","19AcAm43.3.1","19AcAm184.3.1",98.96,"K1_R1_I1_G1",490
"26875","19AcAm43.3.1","19AcHe316.1.1",98.9592,"K1_R1_I1_G1",490
"34662","19AcHe316.1.1","19AcS181.1.1",99.2511,"K1_R1_I1_G1",490
"346972","19AcHe316.1.1","19AcAm43.3.1",98.9585,"K1_R1_I1_G1",490
"34718","19AcHe316.1.1","19AcHe317.2.1",98.8561,"K1_R1_I1_G1",490
"347541","19AcHe316.1.1","19AcAm184.3.1",98.6848,"K1_R1_I1_G1",490
"34903","19AcHe317.2.1","19AcAm43.3.1",99.7162,"K1_R1_I1_G1",490
"34957","19AcHe317.2.1","19AcS181.1.1",99.2434,"K1_R1_I1_G1",490
"350091","19AcHe317.2.1","19AcAm184.3.1",98.8661,"K1_R1_I1_G1",490
"350102","19AcHe317.2.1","19AcHe316.1.1",98.8559,"K1_R1_I1_G1",490
"47381","19AcS181.1.1","19AcAm184.3.1",99.2094,"K1_R1_I1_G1",490
"473921","19AcS181.1.1","19AcAm43.3.1",99.1546,"K1_R1_I1_G1",490
"47399","19AcS181.1.1","19AcHe316.1.1",99.1246,"K1_R1_I1_G1",490
"47409","19AcS181.1.1","19AcHe317.2.1",99.0875,"K1_R1_I1_G1",490
"172131","19AcARN268.1.1","19AcGLB102.2.2",99.6584,"K1_R3_I1_G1",490
"172218","19AcARN268.1.1","19AcS312.2.1",99.4528,"K1_R3_I1_G1",490
"172881","19AcARN268.1.1","19AcGLB198.2.2",99.0505,"K1_R3_I1_G1",490
"308391","19AcGLB102.2.2","19AcARN268.1.1",99.6626,"K1_R3_I1_G1",490
"308471","19AcGLB102.2.2","19AcS312.2.1",99.5369,"K1_R3_I1_G1",490
"308761","19AcGLB102.2.2","19AcGLB198.2.2",99.3104,"K1_R3_I1_G1",490
"329851","19AcGLB198.2.2","19AcS312.2.1",99.5722,"K1_R3_I1_G1",490
"32996","19AcGLB198.2.2","19AcGLB102.2.2",99.3052,"K1_R3_I1_G1",490
"33010","19AcGLB198.2.2","19AcARN268.1.1",99.2256,"K1_R3_I1_G1",490
"51154","19AcS312.2.1","19AcGLB198.2.2",99.5813,"K1_R3_I1_G1",490
"511582","19AcS312.2.1","19AcGLB102.2.2",99.5383,"K1_R3_I1_G1",490
"511681","19AcS312.2.1","19AcARN268.1.1",99.4584,"K1_R3_I1_G1",490
"172531","19AcARN268.1.1","19AcPa177.2.2",99.2197,"K1_R1_I3_G1",490
"173304","19AcARN268.1.1","19AcAm43.3.1",98.6963,"K1_R1_I3_G1",490
"173317","19AcARN268.1.1","19AcHe316.1.1",98.582,"K1_R1_I3_G1",490
"268371","19AcAm43.3.1","19AcPa177.2.2",99.1997,"K1_R1_I3_G1",490
"268751","19AcAm43.3.1","19AcHe316.1.1",98.9592,"K1_R1_I3_G1",490
"268831","19AcAm43.3.1","19AcARN268.1.1",98.8873,"K1_R1_I3_G1",490
"3469711","19AcHe316.1.1","19AcAm43.3.1",98.9585,"K1_R1_I3_G1",490
"34730","19AcHe316.1.1","19AcARN268.1.1",98.7871,"K1_R1_I3_G1",490
"34747","19AcHe316.1.1","19AcPa177.2.2",98.7254,"K1_R1_I3_G1",490
"425791","19AcPa177.2.2","19AcARN268.1.1",99.218,"K1_R1_I3_G1",490
"42585","19AcPa177.2.2","19AcAm43.3.1",99.1873,"K1_R1_I3_G1",490
"42666","19AcPa177.2.2","19AcHe316.1.1",98.4971,"K1_R1_I3_G1",490
"185113","19AcARN282.3.1","19AcAm43.3.1",99.7726,"K1_R1_I1_G1",491
"18518","19AcARN282.3.1","19AcS313A.2.1",99.7411,"K1_R1_I1_G1",491
"185271","19AcARN282.3.1","19AcS313A.1.1",99.716,"K1_R1_I1_G1",491
"186121","19AcARN282.3.1","19AcHe316.1.1",99.3808,"K1_R1_I1_G1",491
"277392","19AcAm43.3.1","19AcARN282.3.1",99.7721,"K1_R1_I1_G1",491
"277411","19AcAm43.3.1","19AcS313A.2.1",99.7658,"K1_R1_I1_G1",491
"27777","19AcAm43.3.1","19AcS313A.1.1",99.6644,"K1_R1_I1_G1",491
"278552","19AcAm43.3.1","19AcHe316.1.1",99.3621,"K1_R1_I1_G1",491
"35109","19AcHe316.1.1","19AcS313A.1.1",99.4005,"K1_R1_I1_G1",491
"351291","19AcHe316.1.1","19AcARN282.3.1",99.3856,"K1_R1_I1_G1",491
"35157","19AcHe316.1.1","19AcAm43.3.1",99.3639,"K1_R1_I1_G1",491
"351723","19AcHe316.1.1","19AcS313A.2.1",99.3266,"K1_R1_I1_G1",491
"509952","19AcS313A.1.1","19AcS313A.2.1",99.7286,"K1_R1_I1_G1",491
"510041","19AcS313A.1.1","19AcARN282.3.1",99.7158,"K1_R1_I1_G1",491
"51016","19AcS313A.1.1","19AcAm43.3.1",99.666,"K1_R1_I1_G1",491
"51081","19AcS313A.1.1","19AcHe316.1.1",99.4013,"K1_R1_I1_G1",491
"512092","19AcS313A.2.1","19AcAm43.3.1",99.7657,"K1_R1_I1_G1",491
"51220","19AcS313A.2.1","19AcARN282.3.1",99.7388,"K1_R1_I1_G1",491
"512241","19AcS313A.2.1","19AcS313A.1.1",99.7308,"K1_R1_I1_G1",491
"513181","19AcS313A.2.1","19AcHe316.1.1",99.3317,"K1_R1_I1_G1",491
"12291","05LoS16R1_16","19AcGLB102.2.2",99.6721,"K1_R3_I1_G1",491
"12473","05LoS16R1_16","19AcARN268.1.1",99.6182,"K1_R3_I1_G1",491
"1311","05LoS16R1_16","19AcHe316.1.1",99.3455,"K1_R3_I1_G1",491
"176222","19AcARN268.1.1","05LoS16R1_16",99.6167,"K1_R3_I1_G1",491
"176391","19AcARN268.1.1","19AcGLB102.2.2",99.5811,"K1_R3_I1_G1",491
"176631","19AcARN268.1.1","19AcHe316.1.1",99.4351,"K1_R3_I1_G1",491
"31330","19AcGLB102.2.2","05LoS16R1_16",99.6715,"K1_R3_I1_G1",491
"31372","19AcGLB102.2.2","19AcARN268.1.1",99.5849,"K1_R3_I1_G1",491
"314093","19AcGLB102.2.2","19AcHe316.1.1",99.4095,"K1_R3_I1_G1",491
"350912","19AcHe316.1.1","19AcARN268.1.1",99.4336,"K1_R3_I1_G1",491
"35102","19AcHe316.1.1","19AcGLB102.2.2",99.408,"K1_R3_I1_G1",491
"351641","19AcHe316.1.1","05LoS16R1_16",99.3482,"K1_R3_I1_G1",491
"12001","05LoS16R1_16","19AcARN300.2.1",99.7652,"K1_R1_I3_G1",491
"12361","05LoS16R1_16","05LoS3_1",99.6419,"K1_R1_I3_G1",491
"124712","05LoS16R1_16","19AcARN268.1.1",99.6182,"K1_R1_I3_G1",491
"12803","05LoS16R1_16","19AcPa177.2.2",99.5444,"K1_R1_I3_G1",491
"4049","05LoS3_1","05LoS16R1_16",99.6459,"K1_R1_I3_G1",491
"40511","05LoS3_1","19AcARN268.1.1",99.6403,"K1_R1_I3_G1",491
"40736","05LoS3_1","19AcARN300.2.1",99.5976,"K1_R1_I3_G1",491
"41391","05LoS3_1","19AcPa177.2.2",99.5163,"K1_R1_I3_G1",491
"176071","19AcARN268.1.1","05LoS3_1",99.6339,"K1_R1_I3_G1",491
"176191","19AcARN268.1.1","19AcARN300.2.1",99.619,"K1_R1_I3_G1",491
"176221","19AcARN268.1.1","05LoS16R1_16",99.6167,"K1_R1_I3_G1",491
"176481","19AcARN268.1.1","19AcPa177.2.2",99.5564,"K1_R1_I3_G1",491
"189781","19AcARN300.2.1","05LoS16R1_16",99.764,"K1_R1_I3_G1",491
"190181","19AcARN300.2.1","19AcARN268.1.1",99.6241,"K1_R1_I3_G1",491
"190311","19AcARN300.2.1","05LoS3_1",99.5968,"K1_R1_I3_G1",491
"19075","19AcARN300.2.1","19AcPa177.2.2",99.4615,"K1_R1_I3_G1",491
"427241","19AcPa177.2.2","05LoS16R1_16",99.5495,"K1_R1_I3_G1",491
"427282","19AcPa177.2.2","19AcARN268.1.1",99.5436,"K1_R1_I3_G1",491
"427441","19AcPa177.2.2","05LoS3_1",99.5165,"K1_R1_I3_G1",491
"42780","19AcPa177.2.2","19AcARN300.2.1",99.4643,"K1_R1_I3_G1",491
"16275","05LoS16R1_16","19AcS312.3.1",99.5577,"K1_R1_I1_G1",492
"16655","05LoS16R1_16","19AcS398Asp.2.1",99.4296,"K1_R1_I1_G1",492
"168915","05LoS16R1_16","19AcS311.1.1",99.3648,"K1_R1_I1_G1",492
"17296","05LoS16R1_16","19AcPa177.2.2",99.069,"K1_R1_I1_G1",492
"39547","19AcPa177.2.2","19AcS312.3.1",99.0736,"K1_R1_I1_G1",492
"39556","19AcPa177.2.2","05LoS16R1_16",99.0484,"K1_R1_I1_G1",492
"39582","19AcPa177.2.2","19AcS398Asp.2.1",98.9836,"K1_R1_I1_G1",492
"396191","19AcPa177.2.2","19AcS311.1.1",98.8159,"K1_R1_I1_G1",492
"471291","19AcS311.1.1","19AcS312.3.1",99.4347,"K1_R1_I1_G1",492
"471351","19AcS311.1.1","19AcS398Asp.2.1",99.3891,"K1_R1_I1_G1",492
"471491","19AcS311.1.1","05LoS16R1_16",99.3446,"K1_R1_I1_G1",492
"47248","19AcS311.1.1","19AcPa177.2.2",98.8241,"K1_R1_I1_G1",492
"47630","19AcS312.3.1","19AcS398Asp.2.1",99.589,"K1_R1_I1_G1",492
"476341","19AcS312.3.1","05LoS16R1_16",99.5542,"K1_R1_I1_G1",492
"476602","19AcS312.3.1","19AcS311.1.1",99.4474,"K1_R1_I1_G1",492
"476962","19AcS312.3.1","19AcPa177.2.2",99.0905,"K1_R1_I1_G1",492
"49017","19AcS398Asp.2.1","19AcS312.3.1",99.5924,"K1_R1_I1_G1",492
"49047","19AcS398Asp.2.1","05LoS16R1_16",99.432,"K1_R1_I1_G1",492
"49058","19AcS398Asp.2.1","19AcS311.1.1",99.3964,"K1_R1_I1_G1",492
"490941","19AcS398Asp.2.1","19AcPa177.2.2",98.9945,"K1_R1_I1_G1",492
"16539","05LoS16R1_16","19AcGLB102.2.2",99.4552,"K1_R3_I1_G1",492
"165410","05LoS16R1_16","19AcS312.2.1",99.4508,"K1_R3_I1_G1",492
"168414","05LoS16R1_16","19AcARN268.1.1",99.3759,"K1_R3_I1_G1",492
"172510","05LoS16R1_16","19AcHe316.1.1",99.1008,"K1_R3_I1_G1",492
"16438","19AcARN268.1.1","05LoS16R1_16",99.3776,"K1_R3_I1_G1",492
"164552","19AcARN268.1.1","19AcGLB102.2.2",99.3283,"K1_R3_I1_G1",492
"164712","19AcARN268.1.1","19AcHe316.1.1",99.2756,"K1_R3_I1_G1",492
"164781","19AcARN268.1.1","19AcS312.2.1",99.2544,"K1_R3_I1_G1",492
"28657","19AcGLB102.2.2","19AcS312.2.1",99.7201,"K1_R3_I1_G1",492
"287171","19AcGLB102.2.2","05LoS16R1_16",99.4529,"K1_R3_I1_G1",492
"28734","19AcGLB102.2.2","19AcARN268.1.1",99.3312,"K1_R3_I1_G1",492
"28755","19AcGLB102.2.2","19AcHe316.1.1",99.1401,"K1_R3_I1_G1",492
"323452","19AcHe316.1.1","19AcARN268.1.1",99.2493,"K1_R3_I1_G1",492
"323702","19AcHe316.1.1","19AcGLB102.2.2",99.1335,"K1_R3_I1_G1",492
"324021","19AcHe316.1.1","05LoS16R1_16",99.0907,"K1_R3_I1_G1",492
"32418","19AcHe316.1.1","19AcS312.2.1",99.0428,"K1_R3_I1_G1",492
"47367","19AcS312.2.1","19AcGLB102.2.2",99.7208,"K1_R3_I1_G1",492
"474282","19AcS312.2.1","05LoS16R1_16",99.447,"K1_R3_I1_G1",492
"474541","19AcS312.2.1","19AcARN268.1.1",99.258,"K1_R3_I1_G1",492
"47468","19AcS312.2.1","19AcHe316.1.1",99.0693,"K1_R3_I1_G1",492
"16449","19AcARN268.1.1","19AcARN300.2.1",99.348,"K1_R1_I3_G1",492
"164711","19AcARN268.1.1","19AcHe316.1.1",99.2756,"K1_R1_I3_G1",492
"164942","19AcARN268.1.1","19AcAm43.3.1",99.2198,"K1_R1_I3_G1",492
"165103","19AcARN268.1.1","19AcPa177.2.2",99.1386,"K1_R1_I3_G1",492
"171052","19AcARN300.2.1","19AcAm43.3.1",99.7242,"K1_R1_I3_G1",492
"171792","19AcARN300.2.1","19AcARN268.1.1",99.3468,"K1_R1_I3_G1",492
"172082","19AcARN300.2.1","19AcHe316.1.1",99.0978,"K1_R1_I3_G1",492
"172163","19AcARN300.2.1","19AcPa177.2.2",99.0075,"K1_R1_I3_G1",492
"25889","19AcAm43.3.1","19AcARN300.2.1",99.7221,"K1_R1_I3_G1",492
"25979","19AcAm43.3.1","19AcARN268.1.1",99.213,"K1_R1_I3_G1",492
"259881","19AcAm43.3.1","19AcHe316.1.1",99.0845,"K1_R1_I3_G1",492
"259971","19AcAm43.3.1","19AcPa177.2.2",98.9691,"K1_R1_I3_G1",492
"323451","19AcHe316.1.1","19AcARN268.1.1",99.2493,"K1_R1_I3_G1",492
"324051","19AcHe316.1.1","19AcARN300.2.1",99.0856,"K1_R1_I3_G1",492
"32414","19AcHe316.1.1","19AcAm43.3.1",99.0593,"K1_R1_I3_G1",492
"32458","19AcHe316.1.1","19AcPa177.2.2",98.8206,"K1_R1_I3_G1",492
"39524","19AcPa177.2.2","19AcARN268.1.1",99.1254,"K1_R1_I3_G1",492
"39571","19AcPa177.2.2","19AcARN300.2.1",98.9967,"K1_R1_I3_G1",492
"395911","19AcPa177.2.2","19AcAm43.3.1",98.9546,"K1_R1_I3_G1",492
"39614","19AcPa177.2.2","19AcHe316.1.1",98.8351,"K1_R1_I3_G1",492
"184953","19AcARN300.2.1","19AcS313A.1.1",99.7892,"K1_R1_I1_G1",493
"185423","19AcARN300.2.1","19AcGLB102.2.2",99.5731,"K1_R1_I1_G1",493
"18560","19AcARN300.2.1","19AcHe316.1.1",99.5389,"K1_R1_I1_G1",493
"310682","19AcGLB102.2.2","19AcS313A.1.1",99.7367,"K1_R1_I1_G1",493
"311141","19AcGLB102.2.2","19AcARN300.2.1",99.5697,"K1_R1_I1_G1",493
"311613","19AcGLB102.2.2","19AcHe316.1.1",99.335,"K1_R1_I1_G1",493
"34857","19AcHe316.1.1","19AcARN300.2.1",99.5399,"K1_R1_I1_G1",493
"34887","19AcHe316.1.1","19AcS313A.1.1",99.4105,"K1_R1_I1_G1",493
"34925","19AcHe316.1.1","19AcGLB102.2.2",99.3313,"K1_R1_I1_G1",493
"512201","19AcS313A.1.1","19AcARN300.2.1",99.7892,"K1_R1_I1_G1",493
"51235","19AcS313A.1.1","19AcGLB102.2.2",99.7382,"K1_R1_I1_G1",493
"51310","19AcS313A.1.1","19AcHe316.1.1",99.4103,"K1_R1_I1_G1",493
"173092","19AcARN268.1.1","19AcGLB102.2.2",99.7485,"K1_R3_I1_G1",493
"174053","19AcARN268.1.1","19AcS312.2.1",99.4621,"K1_R3_I1_G1",493
"174203","19AcARN268.1.1","19AcGLB198.2.2",99.3569,"K1_R3_I1_G1",493
"174219","19AcARN268.1.1","19AcHe316.1.1",99.3564,"K1_R3_I1_G1",493
"310601","19AcGLB102.2.2","19AcARN268.1.1",99.7482,"K1_R3_I1_G1",493
"311251","19AcGLB102.2.2","19AcS312.2.1",99.5379,"K1_R3_I1_G1",493
"3116111","19AcGLB102.2.2","19AcHe316.1.1",99.335,"K1_R3_I1_G1",493
"311622","19AcGLB102.2.2","19AcGLB198.2.2",99.318,"K1_R3_I1_G1",493
"332191","19AcGLB198.2.2","19AcHe316.1.1",99.4404,"K1_R3_I1_G1",493
"332651","19AcGLB198.2.2","19AcARN268.1.1",99.3592,"K1_R3_I1_G1",493
"332702","19AcGLB198.2.2","19AcS312.2.1",99.3239,"K1_R3_I1_G1",493
"332712","19AcGLB198.2.2","19AcGLB102.2.2",99.32,"K1_R3_I1_G1",493
"348783","19AcHe316.1.1","19AcGLB198.2.2",99.4397,"K1_R3_I1_G1",493
"34915","19AcHe316.1.1","19AcARN268.1.1",99.3536,"K1_R3_I1_G1",493
"349251","19AcHe316.1.1","19AcGLB102.2.2",99.3313,"K1_R3_I1_G1",493
"34960","19AcHe316.1.1","19AcS312.2.1",99.1468,"K1_R3_I1_G1",493
"50748","19AcS312.2.1","19AcGLB102.2.2",99.5402,"K1_R3_I1_G1",493
"507732","19AcS312.2.1","19AcARN268.1.1",99.4611,"K1_R3_I1_G1",493
"508141","19AcS312.2.1","19AcGLB198.2.2",99.3201,"K1_R3_I1_G1",493
"50841","19AcS312.2.1","19AcHe316.1.1",99.145,"K1_R3_I1_G1",493
"42684","05LoS3_1","19AcARN300.2.1",99.7442,"K1_R1_I3_G1",493
"4330","05LoS3_1","19AcPa177.2.2",99.4695,"K1_R1_I3_G1",493
"43364","05LoS3_1","19AcAm43.3.1",99.4434,"K1_R1_I3_G1",493
"43627","05LoS3_1","19AcHe316.1.1",99.3657,"K1_R1_I3_G1",493
"184993","19AcARN300.2.1","05LoS3_1",99.7492,"K1_R1_I3_G1",493
"185431","19AcARN300.2.1","19AcAm43.3.1",99.5727,"K1_R1_I3_G1",493
"185502","19AcARN300.2.1","19AcPa177.2.2",99.56,"K1_R1_I3_G1",493
"185601","19AcARN300.2.1","19AcHe316.1.1",99.5389,"K1_R1_I3_G1",493
"27570","19AcAm43.3.1","19AcARN300.2.1",99.5756,"K1_R1_I3_G1",493
"275951","19AcAm43.3.1","05LoS3_1",99.4448,"K1_R1_I3_G1",493
"275991","19AcAm43.3.1","19AcHe316.1.1",99.4194,"K1_R1_I3_G1",493
"276171","19AcAm43.3.1","19AcPa177.2.2",99.2122,"K1_R1_I3_G1",493
"348571","19AcHe316.1.1","19AcARN300.2.1",99.5399,"K1_R1_I3_G1",493
"34884","19AcHe316.1.1","19AcAm43.3.1",99.4206,"K1_R1_I3_G1",493
"349101","19AcHe316.1.1","05LoS3_1",99.3704,"K1_R1_I3_G1",493
"34921","19AcHe316.1.1","19AcPa177.2.2",99.337,"K1_R1_I3_G1",493
"42670","19AcPa177.2.2","19AcARN300.2.1",99.5601,"K1_R1_I3_G1",493
"426741","19AcPa177.2.2","05LoS3_1",99.4675,"K1_R1_I3_G1",493
"42706","19AcPa177.2.2","19AcHe316.1.1",99.3349,"K1_R1_I3_G1",493
"427491","19AcPa177.2.2","19AcAm43.3.1",99.2072,"K1_R1_I3_G1",493
"210091","19AcAm185.3.1","19AcS183.3.1",99.6792,"K1_R1_I1_G1",494
"21025","19AcAm185.3.1","19AcD266.1.1",99.435,"K1_R1_I1_G1",494
"26447","19AcD266.1.1","19AcS183.3.1",99.5474,"K1_R1_I1_G1",494
"26457","19AcD266.1.1","19AcAm185.3.1",99.4376,"K1_R1_I1_G1",494
"469703","19AcS183.3.1","19AcAm185.3.1",99.6798,"K1_R1_I1_G1",494
"469791","19AcS183.3.1","19AcD266.1.1",99.5511,"K1_R1_I1_G1",494
"17956","19AcARN268.1.1","19AcGLB102.2.2",99.5228,"K1_R3_I1_G1",494
"17957","19AcARN268.1.1","19AcGLB198.2.2",99.4876,"K1_R3_I1_G1",494
"179881","19AcARN268.1.1","19AcS312.2.1",99.2148,"K1_R3_I1_G1",494
"299872","19AcGLB102.2.2","19AcGLB198.2.2",99.5432,"K1_R3_I1_G1",494
"29989","19AcGLB102.2.2","19AcARN268.1.1",99.5253,"K1_R3_I1_G1",494
"299992","19AcGLB102.2.2","19AcS312.2.1",99.4753,"K1_R3_I1_G1",494
"31864","19AcGLB198.2.2","19AcGLB102.2.2",99.5421,"K1_R3_I1_G1",494
"31875","19AcGLB198.2.2","19AcARN268.1.1",99.4881,"K1_R3_I1_G1",494
"31910","19AcGLB198.2.2","19AcS312.2.1",99.2781,"K1_R3_I1_G1",494
"493261","19AcS312.2.1","19AcGLB102.2.2",99.4812,"K1_R3_I1_G1",494
"493381","19AcS312.2.1","19AcGLB198.2.2",99.281,"K1_R3_I1_G1",494
"49345","19AcS312.2.1","19AcARN268.1.1",99.2186,"K1_R3_I1_G1",494
"180533","19AcARN268.1.1","19AcPa177.2.2",98.6381,"K1_R1_I3_G1",494
"418651","19AcPa177.2.2","19AcARN268.1.1",98.6123,"K1_R1_I3_G1",494
"24311","05LoS1_4","19AcAm40.3.1",99.5938,"K1_R1_I1_G1",495
"2433","05LoS1_4","19AcGLB102.2.2",99.5876,"K1_R1_I1_G1",495
"24361","05LoS1_4","11LoS28_6",99.5704,"K1_R1_I1_G1",495
"24971","05LoS1_4","19AcAm211.3.1",99.3679,"K1_R1_I1_G1",495
"9844","11LoS28_6","19AcGLB102.2.2",99.7336,"K1_R1_I1_G1",495
"9860","11LoS28_6","19AcAm211.3.1",99.6319,"K1_R1_I1_G1",495
"98721","11LoS28_6","05LoS1_4",99.5667,"K1_R1_I1_G1",495
"9902","11LoS28_6","19AcAm40.3.1",99.4918,"K1_R1_I1_G1",495
"252202","19AcAm211.3.1","19AcAm40.3.1",99.6508,"K1_R1_I1_G1",495
"252241","19AcAm211.3.1","11LoS28_6",99.6305,"K1_R1_I1_G1",495
"252511","19AcAm211.3.1","19AcGLB102.2.2",99.541,"K1_R1_I1_G1",495
"25299","19AcAm211.3.1","05LoS1_4",99.3687,"K1_R1_I1_G1",495
"26432","19AcAm40.3.1","19AcAm211.3.1",99.6544,"K1_R1_I1_G1",495
"264441","19AcAm40.3.1","05LoS1_4",99.5951,"K1_R1_I1_G1",495
"26470","19AcAm40.3.1","11LoS28_6",99.5004,"K1_R1_I1_G1",495
"26504","19AcAm40.3.1","19AcGLB102.2.2",99.3664,"K1_R1_I1_G1",495
"32163","19AcGLB102.2.2","11LoS28_6",99.7333,"K1_R1_I1_G1",495
"32180","19AcGLB102.2.2","05LoS1_4",99.5834,"K1_R1_I1_G1",495
"32196","19AcGLB102.2.2","19AcAm211.3.1",99.5426,"K1_R1_I1_G1",495
"322451","19AcGLB102.2.2","19AcAm40.3.1",99.3622,"K1_R1_I1_G1",495
"17078","05LoS16R1_16","19AcGLB198.2.2",99.6486,"K1_R3_I1_G1",495
"174717","05LoS16R1_16","19AcS312.2.1",99.5068,"K1_R3_I1_G1",495
"176416","05LoS16R1_16","19AcARN268.1.1",99.4545,"K1_R3_I1_G1",495
"18063","05LoS16R1_16","19AcHe316.1.1",99.1813,"K1_R3_I1_G1",495
"175541","19AcARN268.1.1","19AcS312.2.1",99.5321,"K1_R3_I1_G1",495
"175861","19AcARN268.1.1","05LoS16R1_16",99.4511,"K1_R3_I1_G1",495
"176031","19AcARN268.1.1","19AcGLB198.2.2",99.3981,"K1_R3_I1_G1",495
"176381","19AcARN268.1.1","19AcHe316.1.1",99.254,"K1_R3_I1_G1",495
"33862","19AcGLB198.2.2","05LoS16R1_16",99.6441,"K1_R3_I1_G1",495
"33918","19AcGLB198.2.2","19AcS312.2.1",99.4522,"K1_R3_I1_G1",495
"339371","19AcGLB198.2.2","19AcARN268.1.1",99.3914,"K1_R3_I1_G1",495
"33967","19AcGLB198.2.2","19AcHe316.1.1",99.156,"K1_R3_I1_G1",495
"35526","19AcHe316.1.1","19AcS312.2.1",99.4539,"K1_R3_I1_G1",495
"35581","19AcHe316.1.1","19AcARN268.1.1",99.2539,"K1_R3_I1_G1",495
"35607","19AcHe316.1.1","05LoS16R1_16",99.1767,"K1_R3_I1_G1",495
"356131","19AcHe316.1.1","19AcGLB198.2.2",99.1572,"K1_R3_I1_G1",495
"51159","19AcS312.2.1","19AcARN268.1.1",99.5366,"K1_R3_I1_G1",495
"51166","19AcS312.2.1","05LoS16R1_16",99.5032,"K1_R3_I1_G1",495
